algorithm,dataset,hop,rep,seed,label,iteration,query_count,time_sec,size,candidate_count,candidate_sec,selected_count,select_impact_sec,select_rank_sec,select_scan_sec,select_remove_sec,select_total_sec,batch_count,batch_queries_sec,reroute_query_count,reroute_query_sec,insert_trajectory_sec,reroute_total_sec,initial_routes_sec,reroute_count,total_travel_time,evaluate_sec,reroute_sec,iteration_sec,run_sec
gro,Hop20Rep2-0,20,2,0,EVALUATE,8,2048,3.378279,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,8,,0.469214,67364,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,8,,0.206576,67364,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,8,,,,634,0.128521,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,8,,,,634,,284,0.409263,0.011363,0.329695,0.323694,0.811828,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,8,,,,,,284,,,,,,43,0.550423,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,8,,,,,,,,,,,,,,284,0.186889,0.135680,0.384000,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,8,,5.967941,,,,284,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,9,2048,2.949228,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,9,,0.440804,71388,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,9,,0.220250,71388,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,9,,,,549,0.135705,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,9,,,,549,,250,0.430647,0.007484,0.219218,0.214970,0.720571,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,9,,,,,,250,,,,,,34,0.243510,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,9,,,,,,,,,,,,,,250,0.140024,0.099447,0.302250,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,9,,5.054820,,,,250,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,-1,2048,2.707499,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,RUN,-1,2048,73.857835,,,,,,,,,,,,,,,,,,,,,,
baseline,Hop20Rep2-0,20,2,0,BASELINE_INITIAL,,,,,,,,,,,,,,,,,,,0.274407,,,,,,
baseline,Hop20Rep2-0,20,2,0,BASELINE,0,,,,,,614,,,,,,,,,,,,,614,142045298,6.296516,0.131945,6.428982,
baseline,Hop20Rep2-0,20,2,0,BASELINE,1,,,,,,614,,,,,,,,,,,,,614,133894494,5.340443,0.141727,5.482698,
baseline,Hop20Rep2-0,20,2,0,BASELINE,2,,,,,,614,,,,,,,,,,,,,614,129074355,4.458453,0.139760,4.598747,
baseline,Hop20Rep2-0,20,2,0,BASELINE,3,,,,,,614,,,,,,,,,,,,,614,126466932,4.068505,0.146426,4.215468,
baseline,Hop20Rep2-0,20,2,0,BASELINE,4,,,,,,614,,,,,,,,,,,,,614,126553387,3.571444,0.172569,3.744537,
baseline,Hop20Rep2-0,20,2,0,BASELINE,5,,,,,,614,,,,,,,,,,,,,614,127252324,3.604160,0.144599,3.749287,
baseline,Hop20Rep2-0,20,2,0,BASELINE,6,,,,,,614,,,,,,,,,,,,,614,123960356,3.624990,0.145648,3.771172,
baseline,Hop20Rep2-0,20,2,0,BASELINE,7,,,,,,614,,,,,,,,,,,,,614,122498453,3.289910,0.156411,3.446862,
baseline,Hop20Rep2-0,20,2,0,BASELINE,8,,,,,,614,,,,,,,,,,,,,614,123249508,3.312392,0.141587,3.454471,
baseline,Hop20Rep2-0,20,2,0,BASELINE,9,,,,,,614,,,,,,,,,,,,,614,120669642,3.523575,0.181451,3.705566,
baseline,Hop20Rep2-0,20,2,0,BASELINE_FINAL,,,,,,,,,,,,,,,,,,,,,118869579,3.510318,,,46.386072
gro,Hop20Rep4-0,20,4,0,INITIAL_ROUTES,-1,4096,0.633784,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,0,4096,13.164203,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,0,,1.912243,43437,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,0,,0.159660,43437,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,0,,,,754,0.185657,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,0,,,,754,,236,0.320025,0.034089,0.628150,0.617459,1.027235,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,0,,,,,,236,,,,,,120,1.038269,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,0,,,,,,,,,,,,,,236,0.239619,0.004553,0.287480,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,0,,17.806718,,,,236,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,1,4096,13.887972,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,1,,1.673651,49843,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,1,,0.195195,49843,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,1,,,,640,0.181735,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,1,,,,640,,224,0.624115,0.044287,0.682124,0.671408,1.406373,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,1,,,,,,224,,,,,,82,1.073274,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,1,,,,,,,,,,,,,,224,0.178608,0.021081,0.249254,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,1,,18.708246,,,,224,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,2,4096,13.112844,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,2,,1.635641,60761,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,2,,0.289092,60761,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,2,,,,673,0.410156,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,2,,,,673,,233,0.685244,0.043650,0.823816,0.810342,1.654327,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,2,,,,,,233,,,,,,97,2.368668,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,2,,,,,,,,,,,,,,233,0.232483,0.044477,0.332799,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,2,,19.844851,,,,233,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,3,4096,12.191354,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,3,,1.497591,70984,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,3,,0.237316,70984,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,3,,,,527,0.208228,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,3,,,,527,,262,0.477080,0.016689,0.557433,0.548974,1.115492,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,3,,,,,,262,,,,,,85,0.646582,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,3,,,,,,,,,,,,,,262,0.300958,0.054175,0.421804,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,3,,16.364819,,,,262,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,4,4096,11.861693,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,4,,1.427396,85774,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,4,,0.285909,85774,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,4,,,,604,0.226098,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,4,,,,604,,295,0.549593,0.020179,0.639307,0.630025,1.286915,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,4,,,,,,295,,,,,,64,1.352934,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,4,,,,,,,,,,,,,,295,0.199991,0.118834,0.397081,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,4,,16.891052,,,,295,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,5,4096,11.322402,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,5,,1.435362,98119,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,5,,0.323826,98119,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,5,,,,721,0.247199,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,5,,,,721,,349,0.642014,0.019616,0.596291,0.584064,1.349404,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,5,,,,,,349,,,,,,132,1.521790,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,5,,,,,,,,,,,,,,349,0.577290,0.177460,0.846111,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,5,,17.104903,,,,349,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,6,4096,11.314590,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,6,,1.431065,119305,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,6,,0.394687,119305,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,6,,,,736,0.283348,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,6,,,,736,,146,1.963105,0.066327,0.395102,0.389464,2.534134,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,6,,,,,,146,,,,,,99,2.086614,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,6,,,,,,,,,,,,,,146,0.263560,0.036516,0.403646,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,6,,18.517692,,,,146,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,7,4096,10.809585,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,7,,1.569935,128104,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,7,,0.432727,128104,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,7,,,,608,0.311273,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,7,,,,608,,288,0.855636,0.014592,0.460747,0.452242,1.447198,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,7,,,,,,288,,,,,,62,0.900480,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,7,,,,,,,,,,,,,,288,0.226154,0.124987,0.466907,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,7,,16.012345,,,,288,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,8,4096,10.497409,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,8,,1.409795,136499,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,8,,0.459197,136499,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,8,,,,715,0.343940,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,8,,,,715,,200,0.903721,0.021725,0.479751,0.471764,1.525269,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,8,,,,,,200,,,,,,59,0.978699,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,8,,,,,,,,,,,,,,200,0.276738,0.120198,0.517666,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,8,,15.810641,,,,200,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,9,4096,10.133979,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,TDG,9,,1.394837,147243,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,IMPACT,9,,0.514815,147243,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,CANDIDATE,9,,,,796,0.331662,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,SELECT,9,,,,796,,364,0.969600,0.018283,0.530960,0.520625,1.649289,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,BATCH,9,,,,,,364,,,,,,88,1.271737,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,REROUTE,9,,,,,,,,,,,,,,364,0.364072,0.224374,0.723656,,,,,,,
gro,Hop20Rep4-0,20,4,0,ITERATION,9,,16.103249,,,,364,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,EVALUATE,-1,4096,9.738920,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep4-0,20,4,0,RUN,-1,4096,183.908046,,,,,,,,,,,,,,,,,,,,,,
baseline,Hop20Rep4-0,20,4,0,BASELINE_INITIAL,,,,,,,,,,,,,,,,,,,0.547631,,,,,,
baseline,Hop20Rep4-0,20,4,0,BASELINE,0,,,,,,1228,,,,,,,,,,,,,1228,302905825,12.996124,0.313995,13.311144,
baseline,Hop20Rep4-0,20,4,0,BASELINE,1,,,,,,1228,,,,,,,,,,,,,1228,307730928,12.064085,0.345854,12.410999,
baseline,Hop20Rep4-0,20,4,0,BASELINE,2,,,,,,1228,,,,,,,,,,,,,1228,316759523,12.184428,0.343916,12.529349,
baseline,Hop20Rep4-0,20,4,0,BASELINE,3,,,,,,1228,,,,,,,,,,,,,1228,310218756,11.367506,0.302410,11.670859,
baseline,Hop20Rep4-0,20,4,0,BASELINE,4,,,,,,1228,,,,,,,,,,,,,1228,307722938,10.882846,0.316621,11.200409,
baseline,Hop20Rep4-0,20,4,0,BASELINE,5,,,,,,1228,,,,,,,,,,,,,1228,297685165,10.069723,0.308577,10.379467,
baseline,Hop20Rep4-0,20,4,0,BASELINE,6,,,,,,1228,,,,,,,,,,,,,1228,308435078,10.109651,0.294871,10.406061,
baseline,Hop20Rep4-0,20,4,0,BASELINE,7,,,,,,1228,,,,,,,,,,,,,1228,301288308,9.652080,0.313527,9.966686,
baseline,Hop20Rep4-0,20,4,0,BASELINE,8,,,,,,1228,,,,,,,,,,,,,1228,304573679,9.967792,0.297316,10.266132,
baseline,Hop20Rep4-0,20,4,0,BASELINE,9,,,,,,1228,,,,,,,,,,,,,1228,307040969,10.151991,0.300516,10.453454,
baseline,Hop20Rep4-0,20,4,0,BASELINE_FINAL,,,,,,,,,,,,,,,,,,,,,296583819,10.055125,,,123.204250
gro,Hop40Rep1-0,40,1,0,INITIAL_ROUTES,-1,1024,0.203932,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,0,1024,1.129801,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,0,,0.219563,40064,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,0,,0.131243,40064,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,0,,,,244,0.077780,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,0,,,,244,,114,0.257035,0.002785,0.075088,0.073629,0.372780,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,0,,,,,,114,,,,,,15,0.064931,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,0,,,,,,,,,,,,,,114,0.062414,0.000248,0.100158,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,0,,2.119219,,,,114,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,1,1024,1.135819,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,1,,0.202682,40543,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,1,,0.128431,40543,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,1,,,,196,0.076838,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,1,,,,196,,92,0.254512,0.001977,0.054747,0.053630,0.349019,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,1,,,,,,92,,,,,,16,0.051046,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,1,,,,,,,,,,,,,,92,0.057202,0.000744,0.095557,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,1,,2.062770,,,,92,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,2,1024,1.012990,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,2,,0.188975,41016,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,2,,0.134058,41016,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,2,,,,284,0.080380,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,2,,,,284,,131,0.287640,0.002835,0.076795,0.075060,0.406494,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,2,,,,,,131,,,,,,19,0.117306,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,2,,,,,,,,,,,,,,131,0.093428,0.000915,0.132781,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,2,,2.097976,,,,131,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,3,1024,0.856574,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,3,,0.174043,41815,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,3,,0.127159,41815,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,3,,,,430,0.074523,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,3,,,,430,,194,0.250021,0.003614,0.086256,0.084356,0.378625,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,3,,,,,,194,,,,,,20,0.087800,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,3,,,,,,,,,,,,,,194,0.117214,0.002105,0.157428,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,3,,1.880609,,,,194,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,4,1024,0.732105,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,4,,0.162189,43155,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,4,,0.128883,43155,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,4,,,,532,0.074901,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,4,,,,532,,230,0.252973,0.003741,0.086870,0.084685,0.384307,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,4,,,,,,230,,,,,,19,0.092459,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,4,,,,,,,,,,,,,,230,0.154742,0.005458,0.200058,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,4,,1.799981,,,,230,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,5,1024,0.779665,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,5,,0.158775,44123,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,5,,0.130118,44123,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,5,,,,393,0.076269,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,5,,,,393,,182,0.256112,0.002262,0.055706,0.054380,0.355857,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,5,,,,,,182,,,,,,17,0.040719,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,5,,,,,,,,,,,,,,182,0.119053,0.004510,0.164189,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,5,,1.731555,,,,182,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,6,1024,0.568195,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,6,,0.155449,45072,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,6,,0.131302,45072,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,6,,,,286,0.078346,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,6,,,,286,,130,0.261221,0.001325,0.030784,0.029879,0.335508,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,6,,,,,,130,,,,,,11,0.018826,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,6,,,,,,,,,,,,,,130,0.089556,0.005471,0.136804,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,6,,1.451349,,,,130,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,7,1024,0.533361,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,7,,0.152278,45468,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,7,,0.131114,45468,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,7,,,,338,0.082615,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,7,,,,338,,149,0.266573,0.001380,0.030865,0.029847,0.341691,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,7,,,,,,149,,,,,,9,0.018044,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,7,,,,,,,,,,,,,,149,0.133970,0.005914,0.182437,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,7,,1.470291,,,,149,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,8,1024,0.500973,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,8,,0.149312,45771,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,8,,0.132342,45771,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,8,,,,364,0.078548,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,8,,,,364,,152,0.258474,0.001432,0.028520,0.027657,0.330601,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,8,,,,,,152,,,,,,8,0.016202,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,8,,,,,,,,,,,,,,152,0.114382,0.005842,0.161972,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,8,,1.397028,,,,152,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,9,1024,0.480362,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,TDG,9,,0.148180,46412,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,IMPACT,9,,0.129336,46412,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,CANDIDATE,9,,,,356,0.076250,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,SELECT,9,,,,356,,152,0.261997,0.001299,0.027686,0.026916,0.335387,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,BATCH,9,,,,,,152,,,,,,9,0.016265,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,REROUTE,9,,,,,,,,,,,,,,152,0.121306,0.006914,0.171647,,,,,,,
gro,Hop40Rep1-0,40,1,0,ITERATION,9,,1.388732,,,,152,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,EVALUATE,-1,1024,0.452722,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep1-0,40,1,0,RUN,-1,1024,18.213722,,,,,,,,,,,,,,,,,,,,,,
baseline,Hop40Rep1-0,40,1,0,BASELINE_INITIAL,,,,,,,,,,,,,,,,,,,0.202337,,,,,,
baseline,Hop40Rep1-0,40,1,0,BASELINE,0,,,,,,307,,,,,,,,,,,,,307,62292886,1.117182,0.100943,1.218358,
baseline,Hop40Rep1-0,40,1,0,BASELINE,1,,,,,,307,,,,,,,,,,,,,307,52270231,1.014831,0.102555,1.117613,
baseline,Hop40Rep1-0,40,1,0,BASELINE,2,,,,,,307,,,,,,,,,,,,,307,47939423,0.938750,0.105746,1.044726,
baseline,Hop40Rep1-0,40,1,0,BASELINE,3,,,,,,307,,,,,,,,,,,,,307,46606644,0.783622,0.117499,0.901347,
baseline,Hop40Rep1-0,40,1,0,BASELINE,4,,,,,,307,,,,,,,,,,,,,307,46264926,0.807053,0.110304,0.917605,
baseline,Hop40Rep1-0,40,1,0,BASELINE,5,,,,,,307,,,,,,,,,,,,,307,45757325,0.809183,0.116575,0.925977,
baseline,Hop40Rep1-0,40,1,0,BASELINE,6,,,,,,307,,,,,,,,,,,,,307,44940573,0.776815,0.113827,0.890868,
baseline,Hop40Rep1-0,40,1,0,BASELINE,7,,,,,,307,,,,,,,,,,,,,307,42746164,0.736393,0.114025,0.850662,
baseline,Hop40Rep1-0,40,1,0,BASELINE,8,,,,,,307,,,,,,,,,,,,,307,42462109,0.694293,0.106470,0.800990,
baseline,Hop40Rep1-0,40,1,0,BASELINE,9,,,,,,307,,,,,,,,,,,,,307,43442444,0.698007,0.105535,0.803774,
baseline,Hop40Rep1-0,40,1,0,BASELINE_FINAL,,,,,,,,,,,,,,,,,,,,,44139072,0.721249,,,10.397691
gro,Hop40Rep2-0,40,2,0,INITIAL_ROUTES,-1,2048,0.405412,,,,,,,,,,,,,,,,,,,,,,
gro,Hop40Rep2-0,40,2,0,EVALUATE,0,2048,4.528945,,,,,,,,,,,,,,,,,,,,,,
